,elapsedTime,v5,mlii
154,0.428,-0.35,-0.235
155,0.431,-0.35,-0.245
156,0.433,-0.345,-0.24
157,0.436,-0.335,-0.24
158,0.439,-0.335,-0.24
159,0.442,-0.335,-0.245
160,0.444,-0.35,-0.26
161,0.447,-0.355,-0.26
162,0.45,-0.355,-0.265
163,0.45299999999999996,-0.345,-0.265
164,0.456,-0.345,-0.28
165,0.45799999999999996,-0.335,-0.285
166,0.461,-0.35,-0.295
167,0.46399999999999997,-0.36,-0.295
168,0.467,-0.36,-0.3
169,0.469,-0.36,-0.29
170,0.47200000000000003,-0.365,-0.3
171,0.475,-0.36,-0.315
172,0.478,-0.37,-0.315
173,0.48100000000000004,-0.385,-0.315
174,0.483,-0.37,-0.315
175,0.486,-0.36,-0.31
176,0.489,-0.355,-0.31
177,0.49200000000000005,-0.36,-0.325
178,0.494,-0.375,-0.33
179,0.49700000000000005,-0.375,-0.325
180,0.5,-0.365,-0.315
181,0.503,-0.365,-0.305
182,0.506,-0.36,-0.305
183,0.508,-0.36,-0.29
184,0.511,-0.365,-0.29
185,0.514,-0.37,-0.275
186,0.517,-0.355,-0.27
187,0.519,-0.33,-0.245
188,0.522,-0.325,-0.24
189,0.525,-0.325,-0.25
190,0.528,-0.335,-0.25
191,0.531,-0.34,-0.235
192,0.5329999999999999,-0.315,-0.22
193,0.536,-0.3,-0.195
194,0.539,-0.3,-0.19
195,0.542,-0.29,-0.19
196,0.544,-0.295,-0.19
197,0.547,-0.29,-0.18
198,0.55,-0.285,-0.16
199,0.5529999999999999,-0.275,-0.145
200,0.556,-0.255,-0.15
201,0.5579999999999999,-0.25,-0.16
202,0.561,-0.25,-0.16
203,0.564,-0.265,-0.155
204,0.5670000000000001,-0.255,-0.145
205,0.569,-0.245,-0.14
206,0.5720000000000001,-0.23,-0.16
207,0.575,-0.245,-0.15
208,0.578,-0.245,-0.175
209,0.581,-0.255,-0.17
210,0.583,-0.255,-0.16
211,0.586,-0.24,-0.16
212,0.589,-0.25,-0.15
213,0.5920000000000001,-0.255,-0.155
214,0.594,-0.245,-0.16
215,0.597,-0.255,-0.17
216,0.6,-0.25,-0.155
217,0.603,-0.25,-0.155
218,0.606,-0.265,-0.15
219,0.608,-0.26,-0.165
220,0.611,-0.26,-0.175
221,0.614,-0.265,-0.165
222,0.617,-0.27,-0.165
223,0.619,-0.265,-0.16
224,0.622,-0.26,-0.16
225,0.625,-0.275,-0.18
226,0.628,-0.28,-0.175
227,0.631,-0.29,-0.185
228,0.633,-0.275,-0.165
229,0.636,-0.27,-0.15
230,0.639,-0.26,-0.15
231,0.642,-0.28,-0.17
232,0.644,-0.28,-0.185
233,0.647,-0.285,-0.195
234,0.65,-0.275,-0.19
235,0.653,-0.275,-0.19
236,0.6559999999999999,-0.265,-0.185
237,0.6579999999999999,-0.27,-0.19
238,0.6609999999999999,-0.285,-0.21
239,0.664,-0.29,-0.195
240,0.667,-0.28,-0.19
241,0.669,-0.275,-0.18
242,0.672,-0.285,-0.205
243,0.675,-0.28,-0.215
244,0.6779999999999999,-0.3,-0.225
245,0.6809999999999999,-0.3,-0.21
246,0.6829999999999999,-0.305,-0.205
247,0.6859999999999999,-0.295,-0.195
248,0.6890000000000001,-0.3,-0.2
249,0.6920000000000001,-0.31,-0.195
250,0.6940000000000001,-0.31,-0.21
251,0.6970000000000001,-0.305,-0.215
252,0.7,-0.295,-0.205
253,0.703,-0.285,-0.185
254,0.706,-0.285,-0.195
255,0.708,-0.29,-0.195
256,0.711,-0.295,-0.22
257,0.7140000000000001,-0.31,-0.22
258,0.7170000000000001,-0.29,-0.21
259,0.7190000000000001,-0.295,-0.215
260,0.722,-0.3,-0.22
261,0.725,-0.305,-0.22
262,0.728,-0.31,-0.225
263,0.731,-0.325,-0.21
264,0.733,-0.31,-0.2
265,0.736,-0.3,-0.21
266,0.7390000000000001,-0.29,-0.225
267,0.742,-0.31,-0.23
268,0.7440000000000001,-0.325,-0.225
269,0.747,-0.33,-0.22
270,0.75,-0.315,-0.23
271,0.753,-0.3,-0.21
272,0.7559999999999999,-0.305,-0.215
273,0.758,-0.31,-0.215
274,0.7609999999999999,-0.32,-0.23
275,0.764,-0.33,-0.215
276,0.767,-0.325,-0.22
277,0.769,-0.315,-0.205
278,0.772,-0.31,-0.205
279,0.775,-0.305,-0.21
280,0.778,-0.305,-0.215
281,0.7809999999999999,-0.31,-0.225
282,0.7829999999999999,-0.3,-0.215
283,0.7859999999999999,-0.305,-0.215
284,0.789,-0.29,-0.215
285,0.792,-0.3,-0.225
286,0.794,-0.3,-0.225
287,0.797,-0.305,-0.225
288,0.8,-0.305,-0.205
289,0.8029999999999999,-0.29,-0.195
290,0.8059999999999999,-0.28,-0.21
291,0.8079999999999999,-0.295,-0.21
292,0.8109999999999999,-0.305,-0.215
293,0.8140000000000001,-0.315,-0.235
294,0.8170000000000001,-0.305,-0.23
295,0.8190000000000001,-0.295,-0.22
296,0.8220000000000001,-0.29,-0.22
297,0.825,-0.28,-0.23
298,0.828,-0.27,-0.225
299,0.831,-0.275,-0.23
300,0.833,-0.275,-0.215
301,0.836,-0.27,-0.195
302,0.8390000000000001,-0.25,-0.195
303,0.8420000000000001,-0.25,-0.19
304,0.8440000000000001,-0.255,-0.2
305,0.847,-0.225,-0.195
306,0.85,-0.22,-0.18
307,0.853,-0.205,-0.17
308,0.856,-0.2,-0.18
309,0.858,-0.205,-0.175
310,0.861,-0.215,-0.195
311,0.8640000000000001,-0.23,-0.195
312,0.867,-0.22,-0.17
313,0.8690000000000001,-0.225,-0.175
314,0.872,-0.225,-0.175
315,0.875,-0.225,-0.18
316,0.878,-0.23,-0.185
317,0.8809999999999999,-0.235,-0.185
318,0.883,-0.24,-0.175
319,0.8859999999999999,-0.235,-0.175
320,0.889,-0.22,-0.175
321,0.892,-0.21,-0.19
322,0.894,-0.205,-0.205
323,0.897,-0.245,-0.2
324,0.9,-0.285,-0.205
325,0.903,-0.285,-0.205
326,0.9059999999999999,-0.3,-0.215
327,0.9079999999999999,-0.31,-0.215
328,0.9109999999999999,-0.33,-0.225
329,0.914,-0.33,-0.215
330,0.917,-0.325,-0.21
331,0.919,-0.315,-0.2
332,0.922,-0.32,-0.215
333,0.925,-0.315,-0.225
334,0.9279999999999999,-0.325,-0.245
335,0.9309999999999999,-0.34,-0.245
336,0.9329999999999999,-0.345,-0.25
337,0.9359999999999999,-0.34,-0.225
338,0.9390000000000001,-0.34,-0.23
339,0.9420000000000001,-0.35,-0.235
340,0.9440000000000001,-0.345,-0.24
341,0.9470000000000001,-0.355,-0.235
342,0.95,-0.33,-0.235
343,0.953,-0.335,-0.22
344,0.956,-0.33,-0.23
345,0.958,-0.32,-0.24
346,0.961,-0.345,-0.24
347,0.9640000000000001,-0.355,-0.245
348,0.9670000000000001,-0.34,-0.225
349,0.9690000000000001,-0.33,-0.225
350,0.972,-0.325,-0.235
351,0.975,-0.33,-0.25
352,0.978,-0.35,-0.27
353,0.981,-0.365,-0.28
354,0.983,-0.36,-0.29
355,0.986,-0.38,-0.3
356,0.9890000000000001,-0.425,-0.33
357,0.992,-0.445,-0.36
358,0.9940000000000001,-0.475,-0.355
359,0.997,-0.51,-0.305
360,1.0,-0.535,-0.205
361,1.003,-0.505,-0.08
362,1.006,-0.415,0.015
363,1.008,-0.3,0.065
364,1.011,-0.16,0.115
365,1.014,-0.015,0.19
366,1.0170000000000001,0.235,0.3
367,1.0190000000000001,0.49,0.41
368,1.022,0.72,0.495
369,1.025,0.875,0.485
370,1.028,0.94,0.36
371,1.031,0.905,0.105
372,1.033,0.755,-0.165
373,1.036,0.49,-0.35
374,1.0390000000000001,0.165,-0.45
375,1.042,-0.11,-0.47
376,1.044,-0.27,-0.45
377,1.047,-0.39,-0.395
378,1.05,-0.45,-0.345
379,1.053,-0.475,-0.31
380,1.056,-0.455,-0.295
381,1.058,-0.425,-0.285
382,1.061,-0.39,-0.295
383,1.064,-0.39,-0.295
384,1.067,-0.385,-0.28
385,1.069,-0.39,-0.285
386,1.072,-0.38,-0.285
387,1.075,-0.38,-0.285
388,1.078,-0.38,-0.29
389,1.081,-0.395,-0.275
390,1.083,-0.385,-0.275
391,1.0859999999999999,-0.385,-0.275
392,1.089,-0.385,-0.27
393,1.092,-0.375,-0.285
394,1.094,-0.395,-0.295
395,1.097,-0.41,-0.29
396,1.1,-0.41,-0.275
397,1.103,-0.4,-0.265
398,1.1059999999999999,-0.395,-0.265
399,1.1079999999999999,-0.39,-0.275
400,1.111,-0.405,-0.295
401,1.114,-0.395,-0.29
402,1.117,-0.385,-0.285
403,1.119,-0.375,-0.27
404,1.122,-0.39,-0.265
405,1.125,-0.39,-0.275
406,1.128,-0.405,-0.28
407,1.131,-0.41,-0.28
408,1.133,-0.41,-0.27
409,1.136,-0.39,-0.265
410,1.139,-0.39,-0.27
411,1.1420000000000001,-0.395,-0.27
412,1.1440000000000001,-0.405,-0.28
413,1.147,-0.415,-0.27
414,1.15,-0.4,-0.265
415,1.153,-0.41,-0.265
416,1.156,-0.405,-0.265
417,1.158,-0.41,-0.27
418,1.161,-0.415,-0.285
419,1.1640000000000001,-0.41,-0.285
420,1.167,-0.4,-0.265
421,1.169,-0.4,-0.265
422,1.172,-0.395,-0.255
423,1.175,-0.39,-0.275
424,1.178,-0.405,-0.275
425,1.181,-0.41,-0.28
426,1.183,-0.39,-0.27
427,1.186,-0.39,-0.265
428,1.189,-0.385,-0.275
429,1.192,-0.385,-0.285
430,1.194,-0.41,-0.28
431,1.197,-0.405,-0.28
432,1.2,-0.395,-0.275
433,1.203,-0.39,-0.275
434,1.206,-0.375,-0.275
435,1.208,-0.39,-0.285
436,1.2109999999999999,-0.395,-0.295
437,1.214,-0.41,-0.295
438,1.217,-0.4,-0.275
439,1.219,-0.39,-0.275
440,1.222,-0.39,-0.285
441,1.225,-0.385,-0.29
442,1.228,-0.405,-0.315
443,1.2309999999999999,-0.415,-0.315
444,1.2329999999999999,-0.415,-0.305
445,1.236,-0.4,-0.29
446,1.239,-0.395,-0.31
447,1.242,-0.405,-0.32
448,1.244,-0.415,-0.32
449,1.247,-0.42,-0.335
450,1.25,-0.42,-0.33
451,1.253,-0.41,-0.325
452,1.256,-0.415,-0.345
453,1.258,-0.425,-0.35
454,1.261,-0.42,-0.365
455,1.264,-0.435,-0.37
456,1.2670000000000001,-0.43,-0.355
457,1.2690000000000001,-0.43,-0.36
458,1.272,-0.42,-0.37
459,1.275,-0.43,-0.39
460,1.278,-0.45,-0.395
461,1.281,-0.455,-0.4
462,1.2830000000000001,-0.45,-0.39
463,1.286,-0.435,-0.385
464,1.2890000000000001,-0.445,-0.39
465,1.2919999999999998,-0.45,-0.4
466,1.294,-0.455,-0.41
467,1.297,-0.47,-0.42
468,1.3,-0.46,-0.405
469,1.3030000000000002,-0.455,-0.41
470,1.306,-0.45,-0.41
471,1.308,-0.455,-0.4
472,1.311,-0.47,-0.405
473,1.314,-0.475,-0.39
474,1.317,-0.46,-0.385
475,1.319,-0.45,-0.365
476,1.3219999999999998,-0.445,-0.355
477,1.325,-0.44,-0.345
478,1.328,-0.435,-0.355
479,1.331,-0.44,-0.33
480,1.3330000000000002,-0.41,-0.295
481,1.3359999999999999,-0.395,-0.275
482,1.339,-0.37,-0.27
483,1.3419999999999999,-0.365,-0.26
484,1.344,-0.36,-0.265
485,1.347,-0.365,-0.265
486,1.35,-0.34,-0.245
487,1.3530000000000002,-0.325,-0.225
488,1.3559999999999999,-0.315,-0.21
489,1.358,-0.32,-0.215
490,1.361,-0.33,-0.215
491,1.364,-0.33,-0.205
492,1.367,-0.32,-0.195
493,1.369,-0.31,-0.185
494,1.3719999999999999,-0.3,-0.185
495,1.375,-0.3,-0.195
496,1.3780000000000001,-0.32,-0.195
497,1.381,-0.32,-0.195
498,1.383,-0.315,-0.185
499,1.386,-0.305,-0.17
500,1.389,-0.305,-0.185
501,1.392,-0.295,-0.195
502,1.3940000000000001,-0.32,-0.195
503,1.3969999999999998,-0.33,-0.195
504,1.4,-0.305,-0.185
505,1.403,-0.31,-0.175
506,1.406,-0.3,-0.175
507,1.4080000000000001,-0.3,-0.185
508,1.411,-0.32,-0.195
509,1.4140000000000001,-0.325,-0.195
510,1.4169999999999998,-0.31,-0.195
511,1.419,-0.305,-0.18
512,1.422,-0.315,-0.185
513,1.425,-0.305,-0.19
514,1.4280000000000002,-0.315,-0.195
515,1.431,-0.315,-0.195
516,1.433,-0.31,-0.19
517,1.436,-0.295,-0.185
518,1.439,-0.29,-0.185
519,1.442,-0.305,-0.19
520,1.444,-0.31,-0.2
521,1.4469999999999998,-0.32,-0.215
522,1.45,-0.315,-0.195
523,1.453,-0.3,-0.185
524,1.456,-0.315,-0.185
525,1.4580000000000002,-0.315,-0.185
526,1.4609999999999999,-0.315,-0.2
527,1.464,-0.33,-0.205
528,1.4669999999999999,-0.315,-0.19
529,1.469,-0.32,-0.19
530,1.472,-0.315,-0.2
531,1.475,-0.325,-0.2
532,1.4780000000000002,-0.335,-0.195
533,1.4809999999999999,-0.34,-0.22
534,1.483,-0.335,-0.205
535,1.486,-0.335,-0.19
536,1.489,-0.33,-0.2
537,1.492,-0.325,-0.22
538,1.494,-0.345,-0.23
539,1.4969999999999999,-0.35,-0.21
540,1.5,-0.345,-0.205
541,1.5030000000000001,-0.335,-0.2
542,1.506,-0.33,-0.195
543,1.508,-0.33,-0.22
544,1.511,-0.345,-0.225
545,1.514,-0.345,-0.225
546,1.517,-0.345,-0.215
547,1.5190000000000001,-0.32,-0.205
548,1.5219999999999998,-0.33,-0.205
549,1.525,-0.335,-0.215
550,1.528,-0.34,-0.225
551,1.531,-0.355,-0.22
552,1.5330000000000001,-0.335,-0.225
553,1.536,-0.33,-0.195
554,1.5390000000000001,-0.33,-0.215
555,1.5419999999999998,-0.335,-0.22
556,1.544,-0.355,-0.215
557,1.547,-0.36,-0.225
558,1.55,-0.355,-0.215
559,1.5530000000000002,-0.35,-0.21
560,1.556,-0.34,-0.21
561,1.558,-0.345,-0.225
562,1.561,-0.345,-0.23
563,1.564,-0.345,-0.22
564,1.567,-0.345,-0.21
565,1.569,-0.33,-0.205
566,1.5719999999999998,-0.33,-0.2
567,1.575,-0.335,-0.205
568,1.578,-0.345,-0.22
569,1.581,-0.35,-0.23
570,1.5830000000000002,-0.35,-0.215
571,1.5859999999999999,-0.34,-0.205
572,1.589,-0.33,-0.2
573,1.5919999999999999,-0.345,-0.23
574,1.594,-0.345,-0.22
575,1.597,-0.355,-0.215
576,1.6,-0.35,-0.205
577,1.6030000000000002,-0.34,-0.2
578,1.6059999999999999,-0.33,-0.205
579,1.608,-0.34,-0.22
580,1.611,-0.34,-0.22
581,1.614,-0.34,-0.225
582,1.617,-0.33,-0.205
583,1.619,-0.335,-0.2
584,1.6219999999999999,-0.33,-0.2
585,1.625,-0.335,-0.21
586,1.6280000000000001,-0.345,-0.23
587,1.631,-0.345,-0.215
588,1.633,-0.34,-0.2
589,1.636,-0.33,-0.2
590,1.639,-0.315,-0.205
591,1.642,-0.295,-0.21
592,1.6440000000000001,-0.3,-0.215
593,1.6469999999999998,-0.295,-0.22
594,1.65,-0.285,-0.205
595,1.653,-0.275,-0.2
596,1.656,-0.265,-0.195
597,1.6580000000000001,-0.265,-0.205
598,1.661,-0.265,-0.205
599,1.6640000000000001,-0.255,-0.205
600,1.6669999999999998,-0.25,-0.18
601,1.669,-0.24,-0.17
602,1.672,-0.225,-0.19
603,1.675,-0.215,-0.19
604,1.6780000000000002,-0.24,-0.2
605,1.681,-0.245,-0.185
606,1.683,-0.24,-0.165
607,1.686,-0.245,-0.145
608,1.689,-0.235,-0.145
609,1.692,-0.245,-0.17
610,1.694,-0.25,-0.175
611,1.6969999999999998,-0.275,-0.17
612,1.7,-0.275,-0.165
613,1.703,-0.265,-0.15
614,1.706,-0.25,-0.16
615,1.7080000000000002,-0.225,-0.175
616,1.7109999999999999,-0.22,-0.19
617,1.714,-0.23,-0.19
618,1.7169999999999999,-0.265,-0.185
619,1.719,-0.27,-0.185
620,1.722,-0.28,-0.175
621,1.725,-0.285,-0.195
622,1.7280000000000002,-0.305,-0.215
623,1.7309999999999999,-0.32,-0.205
624,1.733,-0.34,-0.2
625,1.736,-0.33,-0.195
626,1.739,-0.335,-0.205
627,1.742,-0.335,-0.21
628,1.744,-0.355,-0.22
629,1.7469999999999999,-0.37,-0.215
630,1.75,-0.36,-0.21
631,1.7530000000000001,-0.345,-0.205
632,1.756,-0.35,-0.2
633,1.758,-0.355,-0.21
634,1.761,-0.365,-0.22
635,1.764,-0.375,-0.22
636,1.767,-0.38,-0.22
637,1.7690000000000001,-0.37,-0.2
638,1.7719999999999998,-0.365,-0.205
639,1.775,-0.365,-0.215
640,1.778,-0.38,-0.225
641,1.781,-0.385,-0.22
642,1.7830000000000001,-0.38,-0.215
643,1.786,-0.375,-0.205
644,1.7890000000000001,-0.355,-0.22
645,1.7919999999999998,-0.37,-0.225
646,1.794,-0.39,-0.24
647,1.797,-0.405,-0.26
648,1.8,-0.41,-0.28
649,1.8030000000000002,-0.435,-0.3
650,1.806,-0.465,-0.345
651,1.808,-0.49,-0.375
652,1.811,-0.52,-0.345
653,1.814,-0.555,-0.26
654,1.817,-0.57,-0.125
655,1.819,-0.525,0.025
656,1.8219999999999998,-0.405,0.145
657,1.825,-0.25,0.26
658,1.828,-0.09,0.375
659,1.831,0.12,0.505
660,1.8330000000000002,0.41,0.635
661,1.8359999999999999,0.69,0.705
662,1.839,0.885,0.61
663,1.8419999999999999,0.96,0.32
664,1.844,0.85,-0.045
665,1.847,0.52,-0.25
666,1.85,0.05,-0.27
667,1.8530000000000002,-0.32,-0.24
668,1.8559999999999999,-0.5,-0.24
669,1.858,-0.505,-0.25
670,1.861,-0.445,-0.255
671,1.864,-0.415,-0.245
672,1.867,-0.395,-0.245
673,1.869,-0.39,-0.245
674,1.8719999999999999,-0.395,-0.255
675,1.875,-0.39,-0.26
676,1.8780000000000001,-0.395,-0.26
677,1.881,-0.405,-0.27
678,1.883,-0.395,-0.245
679,1.886,-0.405,-0.245
680,1.889,-0.39,-0.25
681,1.892,-0.395,-0.265
682,1.8940000000000001,-0.395,-0.27
683,1.8969999999999998,-0.41,-0.27
684,1.9,-0.405,-0.265
685,1.903,-0.4,-0.26
686,1.906,-0.4,-0.26
687,1.9080000000000001,-0.415,-0.27
688,1.911,-0.405,-0.28
689,1.9140000000000001,-0.42,-0.28
690,1.9169999999999998,-0.415,-0.27
691,1.919,-0.405,-0.255
692,1.922,-0.405,-0.265
693,1.925,-0.42,-0.28
694,1.9280000000000002,-0.42,-0.29
695,1.931,-0.435,-0.275
696,1.933,-0.42,-0.265
697,1.936,-0.41,-0.255
698,1.939,-0.41,-0.26
699,1.942,-0.405,-0.26
700,1.944,-0.425,-0.28
701,1.9469999999999998,-0.43,-0.28
702,1.95,-0.42,-0.265
703,1.953,-0.415,-0.26
704,1.956,-0.41,-0.255
705,1.9580000000000002,-0.41,-0.26
706,1.9609999999999999,-0.425,-0.275
707,1.964,-0.42,-0.27
708,1.9669999999999999,-0.4,-0.275
709,1.969,-0.395,-0.265
710,1.972,-0.4,-0.265
711,1.975,-0.4,-0.27
712,1.9780000000000002,-0.395,-0.28
713,1.9809999999999999,-0.415,-0.285
714,1.983,-0.405,-0.28
715,1.986,-0.39,-0.255
716,1.989,-0.4,-0.27
717,1.992,-0.4,-0.28
718,1.994,-0.415,-0.29
719,1.9969999999999999,-0.425,-0.29
720,2.0,-0.425,-0.27
721,2.003,-0.415,-0.27
722,2.006,-0.415,-0.285
723,2.008,-0.41,-0.3
724,2.011,-0.425,-0.3
725,2.0140000000000002,-0.425,-0.3
726,2.017,-0.42,-0.295
727,2.019,-0.415,-0.275
728,2.022,-0.4,-0.295
729,2.025,-0.4,-0.3
730,2.028,-0.41,-0.31
731,2.031,-0.425,-0.31
732,2.033,-0.41,-0.315
733,2.036,-0.405,-0.31
734,2.039,-0.395,-0.31
735,2.042,-0.4,-0.335
736,2.044,-0.4,-0.345
737,2.0469999999999997,-0.405,-0.355
738,2.05,-0.385,-0.35
739,2.053,-0.4,-0.345
740,2.056,-0.39,-0.36
741,2.0580000000000003,-0.39,-0.37
742,2.061,-0.4,-0.375
743,2.064,-0.415,-0.385
744,2.0669999999999997,-0.405,-0.37
745,2.069,-0.405,-0.37
746,2.072,-0.41,-0.385
747,2.075,-0.415,-0.4
748,2.0780000000000003,-0.42,-0.415
749,2.081,-0.42,-0.405
750,2.083,-0.425,-0.41
751,2.086,-0.415,-0.39
752,2.089,-0.415,-0.405
753,2.092,-0.41,-0.41
754,2.094,-0.435,-0.425
755,2.097,-0.43,-0.42
756,2.1,-0.435,-0.41
757,2.103,-0.42,-0.405
758,2.106,-0.42,-0.4
759,2.108,-0.42,-0.4
760,2.1109999999999998,-0.42,-0.405
761,2.114,-0.425,-0.385
762,2.117,-0.425,-0.365
763,2.119,-0.415,-0.345
764,2.122,-0.395,-0.335
765,2.125,-0.395,-0.325
766,2.128,-0.39,-0.31
767,2.131,-0.375,-0.295
768,2.133,-0.36,-0.275
769,2.136,-0.34,-0.255
770,2.1390000000000002,-0.335,-0.25
771,2.142,-0.33,-0.24
772,2.144,-0.335,-0.245
773,2.147,-0.335,-0.23
774,2.15,-0.325,-0.205
775,2.153,-0.32,-0.2
776,2.156,-0.305,-0.2
777,2.158,-0.305,-0.205
778,2.161,-0.315,-0.21
779,2.164,-0.31,-0.22
780,2.167,-0.305,-0.195
781,2.169,-0.3,-0.19
782,2.1719999999999997,-0.3,-0.2
783,2.175,-0.3,-0.2
784,2.178,-0.31,-0.21
785,2.181,-0.31,-0.2
786,2.1830000000000003,-0.31,-0.19
787,2.186,-0.315,-0.175
788,2.189,-0.3,-0.2
789,2.1919999999999997,-0.305,-0.205
790,2.194,-0.315,-0.21
791,2.197,-0.32,-0.2
792,2.2,-0.325,-0.2
793,2.2030000000000003,-0.31,-0.18
794,2.206,-0.305,-0.19
795,2.208,-0.305,-0.19
796,2.211,-0.32,-0.205
797,2.214,-0.325,-0.205
798,2.217,-0.305,-0.195
799,2.219,-0.31,-0.185
800,2.222,-0.295,-0.19
801,2.225,-0.31,-0.19
802,2.228,-0.325,-0.21
803,2.231,-0.33,-0.21
804,2.233,-0.32,-0.205
805,2.2359999999999998,-0.32,-0.205
806,2.239,-0.32,-0.2
807,2.242,-0.325,-0.215
